Name,Iata,Icao,Lat,Lon,Country,Alt,City
Funchal Cristiano Ronaldo Airport,FNC,LPMA,32.69788,-16.774401,Portugal,192,Funchal
Futuna Airport,FTA,NVVF,-19.5163,170.231903,Vanuatu,-1,Futuna Island
Futuna Island Pointe Vele Airport,FUT,NLWF,-14.3113,-178.065994,Wallis And Futuna,20,Futuna Island
Fuvahmulah Airport,FVM,VRMR,-0.309444,73.432503,Maldives,6,
Fuyang Xiguan Airport,FUG,ZSFY,32.882156,115.734367,China,104,Fuyang
Fuyuan Dongji Airport,FYJ,ZYFY,48.199493,134.36644,China,190,Fuyuan
Fuzhou Changle International Airport,FOC,ZSFZ,25.935061,119.6632,China,46,Fuzhou
Fuzuli International Airport,FZL,UBBF,39.594398,47.196602,Azerbaijan,1204,
Gabes Matmata International Airport,GAE,DTTG,33.734165,9.921366,Tunisia,26,Gabes
Gaborone Sir Seretse Khama International Airport,GBE,FBSK,-24.555201,25.9182,Botswana,3299,Gaberone
Gachsaran Airport,GCH,OIAH,30.336399,50.831657,Iran,2396,Gachsaran
Gadsden Northeast Alabama Regional Airport,GAD,KGAD,33.97361,-86.087219,United States,569,Gadsden
Gainesville Lee Gilmer Memorial Airport,GVL,KGVL,34.299999,-83.833336,United States,1275,Gainesville
Gainesville Municipal Airport,GLE,KGLE,33.651402,-97.196999,United States,845,
Gainesville Regional Airport,GNV,KGNV,29.69005,-82.271698,United States,151,Gainesville
Gaithersburg Montgomery County Airpark,GAI,KGAI,39.168331,-77.166,United States,538,Gaithersburg
Galcaio Airport,GLK,HCMR,6.780833,47.45472,Somalia,975,Galcaio
Galena Airport,GAL,PAGA,64.73616,-156.936996,United States,153,Galena
Gallivare Lapland Airport,GEV,ESNG,67.132401,20.814631,Sweden,1027,Gallivare
Gallup Municipal Airport,GUP,KGUP,35.511112,-108.786667,United States,6472,Gallup
Galveston Scholes International Airport,GLS,KGLS,29.265329,-94.860397,United States,6,Galveston
Gambela Airport,GMB,HAGM,8.128764,34.563129,Ethiopia,1771,Gambella
Gambell Airport,GAM,PAGM,63.766762,-171.731995,United States,29,Gambell
Gan International Airport,GAN,VRMG,-0.693333,73.155556,Maldives,6,Gan Island
Gander International Airport,YQX,CYQX,48.936939,-54.568001,Canada,496,Gander
Ganja International Airport,GNJ,UBBG,40.737778,46.317501,Azerbaijan,1083,Ganja
Ganzhou Huangjin Airport,KOW,ZSGZ,25.851667,114.776665,China,148,Ganzhou
Gao International Airport,GAQ,GAGO,16.24843,-0.00545,Mali,870,Gao
Garden City Regional Airport,GCK,KGCK,37.927521,-100.723999,United States,2890,Garden City
Garfield County Regional Airport,RIL,KRIL,39.526268,-107.725487,United States,5520,Rifle
Garissa Airport,GAS,HKGA,-0.4635,39.648289,Kenya,475,Garissa
Garoua International Airport,GOU,FKKR,9.335892,13.3701,Cameroon,794,Garoua
Garowe Airport,GGR,HCMW,8.460833,48.572224,Somalia,1500,
Gasan Marinduque Airport,MRQ,RPUW,13.361,121.825996,Philippines,32,Gasan
Gaspe Airport,YGP,CYGP,48.775269,-64.4786,Canada,108,Gaspe
Gatineau Ottawa Executive Airport,YND,CYND,45.52169,-75.563499,Canada,211,Gatineau
Gavle Airport,GVX,ESSK,60.5933,16.951401,Sweden,224,Gavle
Gaya Airport,GAY,VEGY,24.744301,84.951172,India,380,Gaya
Gaylord Regional Airport,GLR,KGLR,45.009998,-84.699997,United States,1328,
Gaziantep Oguzeli Airport,GZT,LTAJ,36.947182,37.47868,Turkey,2315,Gaziantep
Gazipasa Airport,GZP,LTFG,36.299,32.299999,Turkey,92,
Gdansk Lech Walesa Airport,GDN,EPGD,54.37756,18.466221,Poland,489,Gdansk
Gelendzhik Airport,GDZ,URKG,44.566666,38.016666,Russia,98,Gelendzhik
Gelephu Airport,GLU,VQGP,26.88348,90.465965,Bhutan,984,Gelephu
Geneina Airport,EGN,HSCN,13.48166,22.46722,Sudan,2650,
General Santos International Airport,GES,RPMR,6.058056,125.096107,Philippines,505,Romblon
Geneva International Airport,GVA,LSGG,46.23806,6.10895,Switzerland,1411,Geneva
Genoa Cristoforo Colombo Airport,GOA,LIMJ,44.41333,8.8375,Italy,13,Genoa
George Airport,GRJ,FAGG,-34.005501,22.37888,South Africa,648,George
George Town Exuma International Airport,GGT,MYEF,23.56263,-75.877899,Bahamas,9,Great Exuma
George Town Owen Roberts International Airport,GCM,MWCR,19.29277,-81.357697,Cayman Islands,8,Georgetown
Georgetown Cheddi Jagan International Airport,GEO,SYCJ,6.498553,-58.254101,Guyana,95,Georgetown
Georgetown County Airport,GGE,KGGE,33.311699,-79.319603,United States,39,Georgetown
Georgetown Delaware Coastal Airport,GED,KGED,38.688332,-75.357498,United States,50,Georgetown
Georgetown Eugene F. Correira International Airport,OGL,SYEC,6.807733,-58.105209,Guyana,7,
Geraldton Airport,GET,YGEL,-28.796078,114.702049,Australia,121,Geraldton
Ghardaia Noumerate Airport,GHA,DAUG,32.384102,3.794114,Algeria,1512,Ghardaia
Ghat Airport,GHT,HLGT,25.145559,10.14264,Libya,2296,Ghat
Gibraltar Airport,GIB,LXGB,36.151211,-5.34966,Gibraltar,15,Gibraltar
Giebelstadt Airport,GHF,EDQG,49.648056,9.966389,Germany,981,
Gilgit Airport,GIL,OPGT,35.918781,74.333641,Pakistan,4796,Gilgit
Gillam Airport,YGX,CYGX,56.358051,-94.708,Canada,5000,Gillam
Gillette Campbell County Airport,GCC,KGCC,44.346355,-105.532684,United States,4363,Gillette
Gillies Bay Airport,YGB,CYGB,49.700001,-124.533333,Canada,300,Texada
Ginbata Airport,GBW,YGIA,-22.5816,120.036255,Australia,1416,
Girona Costa Brava Airport,GRO,LEGE,41.900959,2.760547,Spain,468,Gerona
Gisborne Airport,GIS,NZGS,-38.6633,177.978302,New Zealand,15,Gisborne
Giza Sphinx International Airport,SPX,HESX,30.109722,30.894444,Egypt,553,
Gjoa Haven Airport,YHK,CYHK,68.635551,-95.849701,Canada,152,Gjoa Haven
Gjogur Airport,GJR,BIGJ,65.9953,-21.3269,Iceland,83,Gjogur
Gladstone Airport,GLT,YGLA,-23.871469,151.223511,Australia,64,Gladstone
Glasgow Airport,GGW,KGGW,48.212776,-106.615555,United States,2294,Glasgow
Glasgow International Airport,GLA,EGPF,55.871941,-4.43305,United Kingdom,26,Glasgow
Glasgow Prestwick Airport,PIK,EGPK,55.509441,-4.58666,United Kingdom,65,Prestwick
Glens Falls Floyd Bennett Memorial Airport,GFL,KGFL,43.341202,-73.610298,United States,328,Queensbury
Gloucester Gloucestershire Airport,GLO,EGBJ,51.894161,-2.16722,United Kingdom,101,Golouchestershire
Goa International Airport,GOI,VOGO,15.38083,73.831421,India,184,
Gods Lake Narrows Airport,YGO,CYGO,54.557701,-94.491173,Canada,621,Gods Lake Narrows
Gods River Airport,ZGI,CZGI,54.839142,-94.079651,Canada,598,Gods River
Goiania Santa Genoveva Airport,GYN,SBGO,-16.632,-49.2206,Brazil,2450,Goiania
Gold Coast Airport,OOL,YBCG,-28.156067,153.502426,Australia,21,Coolangatta
Golden Triangle Regional Airport,GTR,KGTR,33.450329,-88.591301,United States,264,Columbus Mississippi
Golfito Airport,GLF,MRGF,8.653775,-83.180496,Costa Rica,49,Golfito
Golmud Airport,GOQ,ZLGM,36.4006,94.786102,China,9324,Golmud
Golog Maqin Airport,GMQ,ZLGL,34.415833,100.311111,China,12427,
Golovin Airport,GLV,PAGL,64.550499,-163.007004,United States,59,Golovin
Goma International Airport,GOM,FZNA,-1.67081,29.238461,Democratic Republic Of The Congo,5089,Goma
Gombe Lawanti International Airport,GMO,DNGO,10.298056,10.898889,Nigeria,1551,
Gomel Airport,GME,UMGG,52.52702,31.016689,Belarus,471,Gomel
Gondar Airport,GDQ,HAGN,12.5199,37.43404,Ethiopia,6541,Gondar
Gondia Airport,GDB,VAGD,21.524944,80.288483,India,993,
Goodland Municipal Airport,GLD,KGLD,39.370277,-101.699448,United States,3656,Goodland
Goose Bay Airport,YYR,CYYR,53.31916,-60.4258,Canada,160,Goose Bay
Gorakhpur Airport,GOP,VEGK,26.739445,83.449448,India,259,Gorakhpur
Gorgan Airport,GBT,OING,36.909401,54.401299,Iran,-24,Gorgan
Gorno-Altaysk Airport,RGK,UNBG,51.969166,85.836388,Russia,959,Gorno-Altaysk
Goroka Airport,GKA,AYGA,-6.08168,145.3918,Papua New Guinea,5282,Goroka
Gorontalo Jalaluddin Airport,GTO,WAMG,0.637119,122.8498,Indonesia,105,Gorontalo
Goshen Municipal Airport,GSH,KGSH,41.52639,-85.794167,United States,827,
Gothenburg City Airport,GSE,ESGP,57.774719,11.87037,Sweden,59,Gothenborg
Gothenburg Landvetter Airport,GOT,ESGG,57.66283,12.27981,Sweden,506,Gothenborg
Gove Airport,GOV,YDGV,-12.2694,136.818298,Australia,205,
Governador Valadares Airport,GVR,SBGV,-18.896944,-41.986111,Brazil,561,Governador Valadares
Governor's Harbour Airport,GHB,MYEM,25.2847,-76.331001,Bahamas,27,Governor's Harbor
Graciosa Airport,GRW,LPGR,39.092159,-28.0298,Portugal,86,Graciosa Island
Grafton Clarence Valley Regional Airport,GFN,YGFN,-29.75,153.029999,Australia,110,Grafton
Gran Canaria Airport,LPA,GCLP,27.931881,-15.3865,Spain,78,Gran Canaria
Granada Federico Garcia Lorca Airport,GRX,LEGR,37.188728,-3.77735,Spain,1860,Granada
Grand Canyon National Park Airport,GCN,KGCN,35.951942,-112.147499,United States,6609,Grand Canyon
Grand Canyon West Airport,GCW,K1G4,35.990398,-113.816002,United States,4825,
Grand Forks International Airport,GFK,KGFK,47.949249,-97.176102,United States,844,Grand Forks
Grand Island Central Nebraska Regional Airport,GRI,KGRI,40.967541,-98.309601,United States,1847,Grand Island
Grand Junction Regional Airport,GJT,KGJT,39.12241,-108.526001,United States,4858,Grand Junction
Grand Marais Cook County Airport,GRM,KCKC,47.838333,-90.383057,United States,1798,Grand Marais
Grand Rapids Gerald R. Ford International Airport,GRR,KGRR,42.880829,-85.522797,United States,794,Grand Rapids
Grand Rapids Itsaca County Airport,GPZ,KGPZ,47.214443,-93.511108,United States,1297,Grand Rapids MN
Grand Turk International Airport,GDT,MBJT,21.44453,-71.142303,Turks And Caicos Islands,11,
Grande Prairie Airport,YQU,CYQU,55.179722,-118.885002,Canada,2195,Grande Prairie
Grayling Airport,KGX,PAGX,62.895279,-160.0625,United States,99,
Graz Airport,GRZ,LOWG,46.991058,15.43962,Austria,1115,Graz
Great Bend Airport,GBD,KGBD,38.34425,-98.8591,United States,1887,Great Bend
Great Falls International Airport,GTF,KGTF,47.482651,-111.370003,United States,3680,Great Falls
Great Harbour Cay Airport,GHC,MYBG,25.7383,-77.840103,Bahamas,18,Bullocks Harbour
Greater Binghamton Airport,BGM,KBGM,42.208611,-75.979698,United States,1636,Binghamton
Greater Cumberland Regional Airport,CBE,KCBE,39.615398,-78.760902,United States,775,Cumberland
Greater Kankakee Airport,IKK,KIKK,41.071381,-87.846199,United States,629,Kankakee
Greeley Weld County Airport,GXY,KGXY,40.427757,-104.636864,United States,4649,Greeley
Green Bay Austin Straubel International Airport,GRB,KGRB,44.484631,-88.1297,United States,695,Green Bay
Greeneville Greene County Municipal Airport,GCY,KGCY,36.193001,-82.815102,United States,1608,
Greensboro Piedmont Triad International Airport,GSO,KGSO,36.097752,-79.937302,United States,926,Greensboro
Greenville Donaldson Center Airport,GDC,KGYH,34.75,-82.370003,United States,956,Greenville
Greenville Downtown Airport,GMU,KGMU,34.848057,-82.349998,United States,1048,Greenville
Greenville Majors Airport,GVT,KGVT,33.067829,-96.0653,United States,534,Greenvile
Greenville Mid Delta Regional Airport,GLH,KGLH,33.484444,-90.985001,United States,131,Greenville
Greenville Pitt Airport,PGV,KPGV,35.63525,-77.3853,United States,26,Greenville
Greenville-Spartanburg International Airport,GSP,KGSP,34.89566,-82.218803,United States,964,Greenville
Greenwood County Airport,GRD,KGRD,34.248699,-82.159103,United States,631,
Greenwood Leflore Airport,GWO,KGWO,33.49432,-90.084702,United States,155,Greenwood
Grenada Maurice Bishop International Airport,GND,TGPY,12.00424,-61.786098,Grenada,39,Point Salines
Grenchen Airport,QYG,LSZG,47.181389,7.416944,Switzerland,1411,Grenchen
Grenoble Isere Airport,GNB,LFLS,45.363049,5.332778,France,1302,Grenoble
Greymouth Airport,GMN,NZGM,-42.4617,171.190002,New Zealand,10,
Griffith Airport,GFF,YGTH,-34.251667,146.059998,Australia,439,Griffith
Grimsey Airport,GRY,BIGR,66.54583,-18.016666,Iceland,81,Grímsey
Grodno Hrodna Airport,GNA,UMMG,53.605801,24.053905,Belarus,424,Hrodna
Groningen Airport Eelde,GRQ,EHGG,53.11972,6.579444,Netherlands,17,Groningen
Groote Eylandt Airport,GTE,YDGE,-13.975,136.460007,Australia,53,
Grosseto Airport,GRS,LIRS,42.759739,11.07189,Italy,15,Grosseto
Grozny Airport,GRV,URMG,43.388199,45.699684,Russia,548,Grozny
Guadalajara International Airport,GDL,MMGL,20.521799,-103.310997,Mexico,5016,Guadalajara
Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,297,Agana
Guangyuan Panlong Airport,GYS,ZUGU,32.389999,105.693336,China,148,Guangyuan
Guangzhou Baiyun International Airport,CAN,ZGGG,23.392429,113.298698,China,50,Guangzhou
Guantanamo Mariana Grajales Airport,GAO,MUGT,20.085409,-75.158302,Cuba,56,Guantanamo
Guatemala City La Aurora International Airport,GUA,MGGT,14.58327,-90.527397,Guatemala,4952,Guatemala City
Guayaquil International Airport,GYE,SEGU,-2.15741,-79.883499,Ecuador,19,Guayaquil
Guayaramerin Airport,GYA,SLGY,-10.8216,-65.345802,Bolivia,557,Guayaramerín
Guaymas International Airport,GYM,MMGM,27.968981,-110.925003,Mexico,59,Guaymas
Guelmim Airport,GLN,GMAG,29.016666,-10.067778,Morocco,1119,
Guernsey Airport,GCI,EGJB,49.434952,-2.60196,Guernsey,336,Guernsey
Guilin Liangjiang International Airport,KWL,ZGKL,25.2181,110.039101,China,570,Guilin
Guiyang Longdongbao International Airport,KWE,ZUGY,26.538521,106.800697,China,3736,Guiyang
Gulbarga Kalaburagi Airport,GBI,VOGB,17.307777,76.958054,India,1571,
Gulf Shores Jack Edwards Airport,GUF,KJKA,30.290501,-87.671799,United States,17,Gulf Shores
Gulfport Biloxi International Airport,GPT,KGPT,30.407261,-89.07,United States,28,Gulfport
Gunnison Crested Butte Regional Airport,GUC,KGUC,38.533939,-106.932999,United States,7680,Gunnison
Gunsan Airport,KUV,RKJK,35.90361,126.615829,South Korea,29,Kunsan
Gunung Sitoli Binaka Airport,GNS,WIMB,1.166381,97.704681,Indonesia,20,Gunung Sitoli
Gurayat Domestic Airport,URY,OEGT,31.41194,37.279461,Saudi Arabia,1672,Guriat
Gurney Airport,GUR,AYGN,-10.3115,150.334,Papua New Guinea,88,Gurney
Gurupi Airport,GRP,SWGI,-11.7396,-49.132198,Brazil,1148,Gurupi
Gustavus Airport,GST,PAGS,58.427502,-135.705002,United States,36,Gustavus
Guthrie Edmond Regional Airport,GOK,KGOK,35.8498,-97.415604,United States,1069,
Guwahati International Airport,GAU,VEGT,26.106091,91.58593,India,162,Guwahati
Guymon Municipal Airport,GUY,KGUY,36.682777,-101.507774,United States,3123,Guymon
Guyuan Liupanshan Airport,GYU,ZLGY,36.07,106.209999,China,5577,Guyuan
Gwadar International Airport,GWD,OPGD,25.233299,62.329491,Pakistan,36,Gwadar
Gwalior Airport,GWL,VIGR,26.293329,78.227753,India,617,Gwalior
Gwangju Airport,KWJ,RKJJ,35.126381,126.8088,South Korea,39,Kwangju
Gympie Airport,GYP,YGYM,-26.282801,152.701996,Australia,260,
Gyor Per Airport,QGY,LHPR,47.624443,17.81361,Hungary,424,Győr
Gyumri Shirak Airport,LWN,UDSG,40.75,43.849998,Armenia,5000,Gyumri
Ha'il Regional Airport,HAS,OEHL,27.43791,41.686291,Saudi Arabia,3331,Hail
Hachijojima Airport,HAC,RJTH,33.115002,139.785797,Japan,303,Hachijojima
Hagerstown Regional Airport,HGR,KHGR,39.700001,-77.720001,United States,703,Hagerstown
Hagfors Airport,HFS,ESOH,60.020061,13.5789,Sweden,474,Hagfors
Haifa Airport,HFA,LLHA,32.809441,35.043049,Israel,28,Haifa
Haikou Meilan International Airport,HAK,ZJHK,19.934851,110.4589,China,75,Haikou
Hailar Hulunbuir Airport,HLD,ZBLA,49.20499,119.824997,China,2169,Hailar
Hailey Friedman Memorial Airport,SUN,KSUN,43.5,-114.290001,United States,5320,Hailey
Haines Airport,HNS,PAHN,59.245834,-135.51889,United States,15,Haines
Haiphong Cat Bi International Airport,HPH,VVCI,20.823315,106.727325,Vietnam,6,Haiphong
Hakodate Airport,HKD,RJCH,41.77,140.821899,Japan,151,Hakodate
Half Moon Bay Airport,HAF,KHAF,37.513401,-122.500999,United States,66,Half Moon Bay
Halifax Stanfield International Airport,YHZ,CYHZ,44.880829,-63.508598,Canada,477,Halifax
Hall Beach Airport,YUX,CYUX,68.776108,-81.243599,Canada,27,Hall Beach
Halls Creek Airport,HCQ,YHLC,-18.23,127.660004,Australia,1346,Halls Creek
Halmstad Airport,HAD,ESMT,56.69112,12.82021,Sweden,101,Halmstad
Hamar Stafsberg Airport,HMR,ENHA,60.818054,11.068056,Norway,713,Hamar
Hambantota Mattala Rajapaksa International Airport,HRI,VCRI,6.28,81.120003,Sri Lanka,157,Mattala
Hamburg Airport,HAM,EDDH,53.630379,9.988228,Germany,53,Hamburg
Hamburg Finkenwerder Airport,XFW,EDHI,53.529999,9.83,Germany,22,Hamburg
Hamedan International Airport,HDM,OIHH,34.867146,48.537319,Iran,5763,Hamadan
Hami Airport,HMI,ZWHM,42.842499,93.669441,China,2703,Hami
Hamilton Butler County Regional Airport,HAO,KHAO,39.360001,-84.519997,United States,633,Hamilton
Hamilton International Airport,HLZ,NZHN,-37.866299,175.335205,New Zealand,172,Hamilton
Hamilton Island Great Barrier Reef Airport,HTI,YBHM,-20.358,148.951599,Australia,15,Hamilton Island
Hamilton John C. Munro International Airport,YHM,CYHM,43.173611,-79.934998,Canada,780,Hamilton
Hammerfest Airport,HFT,ENHF,70.679726,23.668612,Norway,799,Hammerfest
Hana Airport,HNM,PHHN,20.79563,-156.014008,United States,78,Hana
Hanamaki Airport,HNA,RJSI,39.428612,141.135193,Japan,297,Hanamaki
Hancock County Bar Harbor Airport,BHB,KBHB,44.449699,-68.361504,United States,83,Bar Harbor
Hancock Houghton County Memorial Airport,CMX,KCMX,47.168411,-88.488998,United States,1095,Hancock
Handan Airport,HDG,ZBHD,36.523888,114.43,China,-1,Handan
Hangzhou Xiaoshan International Airport,HGH,ZSHC,30.2295,120.434402,China,23,Hangzhou
Hanimaadhoo International Airport,HAQ,VRMH,6.74,73.160004,Maldives,6,Haa Dhaalu Atoll
Hannover Langenhagen Airport,HAJ,EDDV,52.461048,9.685078,Germany,183,Hannover
Hanoi Noi Bai International Airport,HAN,VVNB,21.221189,105.807098,Vietnam,39,Hanoi
Hanzhong Chenggu Airport,HZG,ZLHZ,33.063599,107.008003,China,1620,Hanzhong
Hao Airport,HOI,NTTO,-18.0748,-140.945007,French Polynesia,10,Hao Island
Harare Robert Gabriel Mugabe International Airport,HRE,FVRG,-17.931801,31.09284,Zimbabwe,4887,
Harbin Taiping International Airport,HRB,ZYHB,45.623402,126.250298,China,457,Harbin
Hargeisa Airport,HGA,HCMH,9.518167,44.088749,Somalia,4423,Hargeisa
Harlingen Valley International Airport,HRL,KHRL,26.2285,-97.654297,United States,36,Harlingen
Harrisburg Capital City Airport,HAR,KCXY,40.217129,-76.851402,United States,347,Harrisburg
Harrisburg International Airport,MDT,KMDT,40.193489,-76.763397,United States,310,Harrisburg
Harrison Boone County Airport,HRO,KHRO,36.26152,-93.154701,United States,1365,Harrison
Hartford Brainard Airport,HFD,KHFD,41.736721,-72.649399,United States,18,Hartford
Hassi Messaoud Oued Irara Airport,HME,DAUH,31.67297,6.140444,Algeria,459,Hassi Messaoud
Hastings Municipal Airport,HSI,KHSI,40.605556,-98.426941,United States,1961,
Hasvik Airport,HAA,ENHK,70.486671,22.13974,Norway,21,Hasvik
Hat Yai International Airport,HDY,VTSS,6.933206,100.392899,Thailand,90,Hat Yai
Hattiesburg Bobby L. Chain Municipal Airport,HBG,KHBG,31.264999,-89.252777,United States,151,Hattiesburg
Hattiesburg Laurel Regional Airport,PIB,KPIB,31.467501,-89.33667,United States,298,Hattiesburg/Laurel
Haugesund Karmoy Airport,HAU,ENHD,59.345261,5.208364,Norway,86,Haugesund
Havana Jose Marti International Airport,HAV,MUHA,22.989149,-82.408997,Cuba,210,Havana
Haverfordwest Airport,HAW,EGFE,51.833099,-4.96111,United Kingdom,159,Haverfordwest
Havre City County Airport,HVR,KHVR,48.542969,-109.762001,United States,2591,Havre
Havre-Saint-Pierre Airport,YGV,CYGV,50.281944,-63.611111,Canada,124,Havre-Saint-Pierre
Hawthorne Municipal Airport,HHR,KHHR,33.922993,-118.331543,United States,66,Hawthorne
Hay Airport,HXX,YHAY,-34.531399,144.830002,Australia,305,
Hay River Merlyn Carter Airport,YHY,CYHY,60.839722,-115.781998,Canada,543,Hay River
Hayden Yampa Valley Airport,HDN,KHDN,40.481159,-107.217003,United States,6606,Hayden
Hays Regional Airport,HYS,KHYS,38.846111,-99.27417,United States,1998,Hays
Hayward Executive Airport,HWD,KHWD,37.65889,-122.121666,United States,52,Hayward
Hayward Sawyer County Airport,HYR,KHYR,46.024445,-91.444443,United States,1214,Hayward
Hefei Xinqiao International Airport,HFE,ZSOF,31.986345,116.970474,China,108,Hefei
Heho Airport,HEH,VYHH,20.74703,96.792038,Myanmar (Burma),3858,Heho
Heide Buesum Airport,HEI,EDXB,54.154999,8.903333,Germany,7,Büsum
Heihe Airport,HEK,ZYHE,50.171619,127.308884,China,1023,Heihe
Helena Regional Airport,HLN,KHLN,46.6068,-111.982002,United States,3877,Helena
Heligoland Airport,HGL,EDXH,54.185268,7.915833,Germany,8,Helgoland
Helsinki Vantaa Airport,HEL,EFHK,60.317219,24.963329,Finland,179,Helsinki
Hemavan Airport,HMV,ESUT,65.806107,15.08277,Sweden,1503,Hemavan
Hengyang Nanyue Airport,HNY,ZGHY,26.721945,112.618057,China,5167,Hengyang
Heraklion International Airport,HER,LGIR,35.33971,25.18029,Greece,115,Heraklion
Herat International Airport,HEA,OAHR,34.209999,62.228329,Afghanistan,3206,Herat
